Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
09/08/2025 10:23,1-2720,Sale,,10058,Americano,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:58,1-2719,Sale,,10132,Taxi coffee,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:26,1-2718,Sale,,10095,Milkshake,,chocolate,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:26,1-2718,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:12,1-2717,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:12,1-2717,Sale,,10061,Cake promo,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:02,1-2716,Sale,,10137,Taxi sandwich,,,1.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 16:00,1-2715,Sale,,10133,Taxi can,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 15:59,1-2714,Sale,,10038,Tea,,,2.000,5.20,0.00,5.20,5.20,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 15:59,1-2714,Sale,,10061,Cake promo,,,2.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 15:36,1-2713,Sale,,10095,Milkshake,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 15:36,1-2713,Sale,,10083,Latte,,Vanilla,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 14:53,1-2712,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 14:53,1-2712,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 13:41,1-2711,Sale,,10035,Sandwich,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 13:41,1-2711,Sale,Drinks fridge,10024,Water - still,,,1.000,1.30,0.00,1.30,1.50,-0.20,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 13:35,1-2710,Sale,,10044,Turkey club tropicana,,,1.000,8.95,0.00,8.95,0.00,8.95,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 13:35,1-2710,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 13:35,1-2710,Sale,,10015,Misc,,,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 12:49,1-2709,Sale,,10083,Latte,,Vanilla,3.000,12.00,0.00,12.00,0.00,12.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 12:29,1-2708,Sale,Drinks fridge,10108,Sanpalagrino,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 12:29,1-2708,Sale,,10015,Misc,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 12:17,1-2707,Sale,,10095,Milkshake,,Whipped cream,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 11:40,1-2706,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
08/08/2025 11:12,1-2705,Sale,,10011,Bacon bap,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 16:25,1-2704,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 16:25,1-2704,Sale,,10061,Cake promo,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 16:01,1-2703,Sale,,10095,Milkshake,,"Whipped cream, Biscuit crumb, chocolate, Marshmallows",2.000,11.00,0.00,11.00,0.00,11.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 15:04,1-2702,Sale,,10133,Taxi can,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 15:03,1-2701,Sale,,10027,Croissant,,,2.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:41,1-2700,Sale,,10003,Espresso,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:40,1-2699,Sale,Snacks,10025,Biscuits,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:40,1-2698,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:20,1-2697,Sale,,10137,Taxi sandwich,,,1.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:18,1-2696,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:18,1-2695,Sale,,10095,Milkshake,,"Whipped cream, Vanilla",1.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:18,1-2695,Sale,,10095,Milkshake,,"Whipped cream, chocolate",1.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:17,1-2694,Sale,,10011,Bacon bap,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
07/08/2025 13:17,1-2694,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 17:46,1-2693,Sale,,10137,Taxi sandwich,,,1.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 17:43,1-2692,Sale,,10095,Milkshake,,"Whipped cream, Strawberry, Biscuit crumb, Marshmallows",1.000,5.50,0.00,5.50,0.00,5.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:15,1-2691,Sale,,10061,Cake promo,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:15,1-2691,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:15,1-2691,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:05,1-2690,Sale,,10061,Cake promo,,,2.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:05,1-2690,Sale,,10083,Latte,,Salted caramel,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 15:05,1-2690,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.00,1.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:40,1-2689,Sale,,10095,Milkshake,,"Whipped cream, Salted caramel, Biscuit crumb, Marshmallows",1.000,5.50,0.00,5.50,0.00,5.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:40,1-2689,Sale,,10015,Misc,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:40,1-2689,Sale,,10058,Americano,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:38,1-2688,Sale,,10095,Milkshake,,"Whipped cream, Strawberry, Biscuit crumb, Marshmallows",1.000,5.50,0.00,5.50,0.00,5.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:38,1-2688,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.00,1.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 13:36,1-2687,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:53,1-2686,Sale,,10014,Bacon sausage bap,,,2.000,14.00,0.00,14.00,0.00,14.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:53,1-2686,Sale,,10010,Sausage bap,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:53,1-2686,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:53,1-2686,Sale,,10008,Diet pepsi 330ml,,,2.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:33,1-2685,Sale,,10095,Milkshake,,Whipped cream,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 12:33,1-2685,Sale,Snacks,10085,Kinda,,,1.000,1.00,0.00,1.00,1.00,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 11:52,1-2684,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 10:51,1-2683,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 10:33,1-2682,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
06/08/2025 10:33,1-2682,Sale,,10027,Croissant,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:48,1-2681,Sale,,10002,Mocha,,,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:48,1-2681,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:48,1-2681,Sale,Drinks fridge,10127,Trip,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:46,1-2680,Sale,,10095,Milkshake,,Whipped cream,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:37,1-2679,Sale,,10011,Bacon bap,,,2.000,10.00,1.50,8.50,0.00,8.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:37,1-2679,Sale,,10058,Americano,,Cold milk,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 13:05,1-2678,Sale,,10038,Tea,,,1.000,5.20,0.00,5.20,2.60,2.60,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:55,1-2677,Sale,,10086,Brownie,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:55,1-2677,Sale,,10058,Americano,,Cold milk,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:48,1-2676,Sale,,10058,Americano,,Cold milk,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:48,1-2676,Sale,,10058,Americano,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:48,1-2676,Sale,Snacks,10025,Biscuits,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 12:15,1-2675,Sale,,10083,Latte,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 11:58,1-2674,Sale,,10137,Taxi sandwich,,,1.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 11:05,1-2673,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 11:04,1-2672,Sale,,10132,Taxi coffee,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
04/08/2025 11:04,1-2671,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.00,1.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 16:18,1-2670,Sale,,10086,Brownie,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 16:18,1-2670,Sale,,10083,Latte,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:32,1-2669,Sale,,10095,Milkshake,,"Whipped cream, Pistachio",1.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:32,1-2669,Sale,,10095,Milkshake,,Vanilla,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:32,1-2669,Sale,,10015,Misc,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:18,1-2668,Sale,,10015,Misc,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:18,1-2668,Sale,,10015,Misc,,,1.000,1.50,0.00,1.50,0.00,1.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:18,1-2668,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 14:18,1-2668,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:52,1-2667,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:16,1-2666,Sale,,10095,Milkshake,,chocolate,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:15,1-2665,Refund,,10095,Milkshake,,Salted caramel,-2.000,-8.00,0.00,-8.00,-0.00,-8.00,-0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:13,1-2664,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:13,1-2664,Sale,,10027,Croissant,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:13,1-2664,Sale,,10015,Misc,,,1.000,0.50,0.00,0.50,0.00,0.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:05,1-2663,Sale,,10095,Milkshake,,Salted caramel,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:04,1-2662,Sale,,10095,Milkshake,,Whipped cream,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 13:04,1-2662,Sale,,10083,Latte,,Salted caramel,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:40,1-2661,Sale,,10005,Hot chocolate,,Whipped cream,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:36,1-2660,Sale,,10132,Taxi coffee,,,1.000,5.00,0.00,5.00,0.00,5.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:36,1-2660,Sale,,10133,Taxi can,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:25,1-2659,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:25,1-2659,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:09,1-2658,Sale,,10058,Americano,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 12:09,1-2658,Sale,,10021,Chocolate milkshake,,,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 11:45,1-2657,Sale,,10083,Latte,,Vanilla,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 11:08,1-2656,Sale,,10133,Taxi can,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
02/08/2025 09:45,1-2655,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 16:58,1-2654,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 16:28,1-2653,Sale,,10037,Flat white,,,1.000,3.00,0.00,3.00,3.50,-0.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 16:11,1-2652,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 16:11,1-2652,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 16:11,1-2652,Sale,Snacks,10025,Biscuits,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 15:59,1-2651,Sale,,10083,Latte,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 15:06,1-2650,Sale,,10037,Flat white,,,2.000,7.00,0.00,7.00,7.00,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:48,1-2649,Sale,,10001,Cappuccino,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:48,1-2649,Sale,,10086,Brownie,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:24,1-2648,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:24,1-2648,Sale,,10027,Croissant,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:23,1-2647,Sale,,10083,Latte,,Salted caramel,2.000,8.00,0.00,8.00,0.00,8.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:23,1-2647,Sale,,10094,Frappé,,,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:23,1-2647,Sale,,10086,Brownie,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:19,1-2646,Sale,Drinks fridge,10007,Coke 330ml,,,3.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 14:19,1-2646,Sale,Drinks fridge,10108,Sanpalagrino,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 13:19,1-2645,Sale,,10086,Brownie,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 11:36,1-2644,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 11:36,1-2643,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 11:16,1-2642,Sale,,10095,Milkshake,,"Whipped cream, Salted caramel",1.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 11:16,1-2642,Sale,,10129,Filled croissants,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
01/08/2025 11:14,1-2641,Sale,,10038,Tea,,,1.000,2.60,0.00,2.60,2.60,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 16:24,1-2640,Sale,,10129,Filled croissants,,,2.000,6.00,0.00,6.00,0.00,6.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 16:24,1-2640,Sale,Drinks fridge,10007,Coke 330ml,,,3.000,4.50,0.00,4.50,0.00,4.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 16:15,1-2639,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:45,1-2638,Sale,,10083,Latte,,Salted caramel,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:45,1-2638,Sale,,10035,Sandwich,,,1.000,7.50,0.00,7.50,0.00,7.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:45,1-2638,Sale,Drinks fridge,10108,Sanpalagrino,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:19,1-2637,Sale,,10095,Milkshake,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:19,1-2637,Sale,,10005,Hot chocolate,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:19,1-2637,Sale,,10035,Sandwich,,,1.000,6.00,0.00,6.00,0.00,6.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:09,1-2636,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:03,1-2635,Sale,,10129,Filled croissants,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 15:03,1-2635,Sale,,10095,Milkshake,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 14:46,1-2634,Sale,,10001,Cappuccino,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 14:46,1-2634,Sale,,10083,Latte,,,1.000,3.50,0.00,3.50,0.00,3.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 14:46,1-2634,Sale,,10086,Brownie,,,2.000,7.00,0.00,7.00,0.00,7.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 13:13,1-2633,Sale,Drinks fridge,10127,Trip,,,1.000,2.50,0.00,2.50,0.00,2.50,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 13:13,1-2633,Sale,,10037,Flat white,,,1.000,3.50,0.00,3.50,3.50,0.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 13:13,1-2633,Sale,,10040,PENKEY BLTs,,,1.000,8.95,0.00,8.95,0.00,8.95,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 13:02,1-2632,Sale,,10083,Latte,,Salted caramel,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
31/07/2025 12:01,1-2631,Sale,,10094,Frappé,,,1.000,4.00,0.00,4.00,0.00,4.00,0.00,POS 1,Penkey Coffee and Gifts,Owner,,,,Closed
