Date,Receipt number,Receipt type,Category,SKU,Item,Variant,Modifiers applied,Quantity,Gross sales,Discounts,Net sales,Cost of goods,Gross profit,Taxes,POS,Store,Cashier name,Customer name,Customer contacts,Comment,Status
20/05/2026 16:50,3-1773,Refund,,10015,Misc,,,-1.000,-1.00,0.00,-1.00,-0.00,-1.00,-0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:48,3-1772,Sale,,10015,Misc,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:14,3-1771,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:14,3-1771,Sale,Hot Drinks - Tea,10258,Minty One Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:10,3-1770,Sale,Snacks,10205,Turnover bacon and cheese,,,1.000,4.00,0.00,4.00,1.20,2.80,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:10,3-1770,Sale,Add-ons,10288,Crisps,,,3.000,3.00,0.00,3.00,0.90,2.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:10,3-1770,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.45,1.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:00,3-1769,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 16:00,3-1769,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 15:46,3-1768,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 14:32,3-1767,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.45,1.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 14:32,3-1767,Sale,Toasties,10226,"Ham, Cheese & Tomato",,,1.000,6.50,0.00,6.50,1.63,4.87,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 14:24,3-1766,Sale,Toasties,10225,Double Cheese,,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 14:24,3-1766,Sale,Retail food,10142,Ginger beer,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 13:43,3-1765,Sale,Retail food,10032,Local Chutney,,,1.000,6.00,0.00,6.00,0.00,6.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 13:43,3-1765,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 12:16,3-1764,Sale,Hot Baps,10222,Bacon Bap,,,2.000,12.00,0.00,12.00,3.00,9.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 12:16,3-1764,Sale,Hot Drinks - Tea,10251,Tea - 2 people,,,1.000,5.00,0.00,5.00,0.75,4.25,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 11:44,3-1763,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 11:44,3-1763,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 11:09,3-1762,Sale,Penkey Indulgence,10262,Chai Latte,,,1.000,4.00,0.00,4.00,1.20,2.80,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 11:09,3-1761,Sale,Hot Drinks - Coffee,10240,Espresso (Double),,,1.000,2.50,0.00,2.50,0.38,2.12,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
20/05/2026 11:09,3-1761,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 16:53,3-1760,Sale,Hot Drinks - Coffee,10240,Espresso (Double),,,1.000,2.50,0.00,2.50,0.38,2.12,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 16:02,3-1759,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 14:32,3-1758,Sale,Hot Baps,10223,Sausage Bap,,,1.000,6.00,0.00,6.00,1.70,4.30,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 14:32,3-1758,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 14:22,3-1757,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,3.000,9.00,0.00,9.00,1.35,7.65,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 14:21,3-1756,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,3.000,9.00,0.00,9.00,1.35,7.65,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 14:21,3-1756,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:28,3-1755,Sale,Hot Baps,10222,Bacon Bap,,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:23,3-1754,Sale,Hot Drinks - Coffee,10242,Americano,,,2.000,6.00,0.00,6.00,0.90,5.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:19,3-1753,Sale,Penkey Milkshakes,10278,Classic Vanilla,,,1.000,4.00,0.00,4.00,1.40,2.60,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:19,3-1753,Sale,,10054,All the add-ons,,,1.000,0.30,0.00,0.30,0.00,0.30,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:19,3-1753,Sale,Snacks,10027,Croissant,,tomatoes,1.000,3.50,0.00,3.50,0.90,2.60,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:19,3-1753,Sale,Sandwiches,10213,Ham & Branston Pickle,,,1.000,5.00,0.00,5.00,1.25,3.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:15,3-1752,Sale,Penkey Indulgence,10263,Hot Chocolate - Penkey mix,,Steamed milk,1.000,4.30,0.00,4.30,1.14,3.16,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:08,3-1751,Sale,Retail food,10125,Lilliput capers,,,1.000,4.95,0.00,4.95,1.49,3.46,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:07,3-1750,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 13:07,3-1750,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 12:15,3-1749,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 12:15,3-1748,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 11:48,3-1747,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 11:48,3-1746,Sale,Hot Baps,10222,Bacon Bap,,Sausage,1.000,7.00,0.00,7.00,1.50,5.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 11:48,3-1746,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 11:24,3-1745,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 11:24,3-1745,Sale,,10015,Misc,,,1.000,1.00,0.00,1.00,0.00,1.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 10:56,3-1744,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 10:56,3-1744,Sale,Penkey Indulgence,10263,Hot Chocolate - Penkey mix,,,1.000,3.80,0.00,3.80,1.14,2.66,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 10:46,3-1743,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 10:46,3-1743,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 09:48,3-1742,Sale,,10015,Misc,,,1.000,7.99,0.00,7.99,0.00,7.99,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 09:48,3-1742,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.45,1.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
16/05/2026 09:35,3-1741,Sale,Hot Drinks - Coffee,10242,Americano,,,2.000,6.00,0.00,6.00,0.90,5.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 16:11,3-1740,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 16:11,3-1740,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 15:56,3-1739,Sale,Penkey Milkshakes,10278,Classic Vanilla,,,1.000,4.00,0.00,4.00,1.40,2.60,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 15:56,3-1739,Sale,Hot Drinks - Coffee,10242,Americano,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 14:35,3-1738,Sale,Penkey Meals,10228,Butter carrot soup + cheese toastie,,,1.000,7.95,0.00,7.95,2.39,5.56,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 14:35,3-1738,Sale,Hot Drinks - Coffee,10242,Americano,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:48,3-1737,Sale,Hot Baps,10222,Bacon Bap,,Egg,1.000,7.00,0.00,7.00,1.50,5.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:48,3-1737,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.45,1.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:45,3-1736,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:45,3-1736,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:42,3-1735,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:42,3-1735,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:41,3-1734,Sale,Penkey Meals,10228,Butter carrot soup + cheese toastie,,,2.000,15.90,0.00,15.90,4.78,11.12,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:41,3-1734,Sale,Snacks,10180,Sausage roll,,,1.000,4.50,0.00,4.50,1.35,3.15,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:41,3-1734,Sale,Hot Drinks - Coffee,10240,Espresso (Double),,,1.000,2.50,0.00,2.50,0.38,2.12,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:13,3-1733,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:13,3-1733,Sale,Snacks,10180,Sausage roll,,,1.000,4.50,0.00,4.50,1.35,3.15,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 13:13,3-1733,Sale,Drinks fridge,10007,Coke 330ml,,,1.000,1.50,0.00,1.50,0.45,1.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:28,3-1732,Sale,Retail food,10199,Retail tea ☕,,,1.000,4.50,0.00,4.50,0.00,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:28,3-1732,Sale,Retail food,10032,Local Chutney,,,1.000,6.00,0.00,6.00,0.00,6.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:27,3-1731,Sale,Drinks fridge,10088,Appetizer,,,1.000,2.00,0.00,2.00,0.60,1.40,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:27,3-1731,Sale,Snacks,10025,Biscuits,,,1.000,1.00,0.00,1.00,0.30,0.70,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:05,3-1730,Sale,Hot Baps,10220,"The Full Penkey - Homemade hog’s loaf, bacon, sausage & egg",,,1.000,8.50,0.00,8.50,2.50,6.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 12:05,3-1730,Sale,Hot Drinks - Coffee,10242,Americano,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
15/05/2026 11:00,3-1729,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 14:43,3-1728,Sale,Snacks,10205,Turnover bacon and cheese,,,1.000,4.00,0.00,4.00,1.20,2.80,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 14:43,3-1728,Sale,Drinks fridge,10128,Trip,,,1.000,2.20,0.00,2.20,0.66,1.54,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 14:32,3-1727,Sale,Penkey Indulgence,10263,Hot Chocolate - Penkey mix,,,1.000,3.80,0.00,3.80,1.14,2.66,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 14:32,3-1726,Sale,Penkey Indulgence,10263,Hot Chocolate - Penkey mix,,,1.000,3.80,0.00,3.80,1.14,2.66,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 14:32,3-1726,Sale,,10015,Misc,,,1.000,3.00,0.00,3.00,0.00,3.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 13:11,3-1725,Sale,Iced Drinks - Coffee,10266,Iced Latte,,,2.000,8.40,0.00,8.40,1.26,7.14,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 12:40,3-1724,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 12:40,3-1724,Sale,Hot Baps,10222,Bacon Bap,,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 12:04,3-1723,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 11:58,3-1722,Sale,Snacks,10180,Sausage roll,,,1.000,4.50,0.00,4.50,1.35,3.15,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 11:58,3-1722,Sale,Hot Drinks - Coffee,10248,Flat white,,,1.000,3.50,0.00,3.50,0.75,2.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 11:58,3-1722,Sale,Drinks fridge,10128,Trip,,,1.000,2.20,0.00,2.20,0.66,1.54,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 11:58,3-1722,Sale,Add-ons,10288,Crisps,,,1.000,1.00,0.00,1.00,0.30,0.70,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 10:35,3-1721,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,Salted caramel,1.000,4.30,0.00,4.30,0.75,3.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
14/05/2026 09:56,3-1720,Sale,Hot Drinks - Coffee,10248,Flat white,,,1.000,3.50,0.00,3.50,0.75,2.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 16:01,3-1719,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:49,3-1718,Sale,Hot Drinks - Coffee,10242,Americano,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:49,3-1718,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:49,3-1718,Sale,Toasties,10227,Sausage Loaf and Onion Chutney,,,1.000,6.50,0.00,6.50,1.63,4.87,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:49,3-1718,Sale,Toasties,10226,"Ham, Cheese & Tomato",,,1.000,6.50,0.00,6.50,1.63,4.87,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:37,3-1717,Sale,Hot Drinks - Coffee,10248,Flat white,,,2.000,7.00,0.00,7.00,1.50,5.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:37,3-1717,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 13:00,3-1716,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 12:58,3-1715,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 12:58,3-1715,Sale,Iced Drinks - Coffee,10266,Iced Latte,,,1.000,4.20,0.00,4.20,0.63,3.57,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 12:07,3-1714,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:54,3-1713,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:45,3-1712,Sale,Penkey Milkshakes,10278,Classic Vanilla,,,1.000,4.00,0.00,4.00,1.40,2.60,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:35,3-1711,Sale,Bakes and Sweets,10236,brownie cake,,,1.000,4.00,0.00,4.00,1.28,2.72,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:35,3-1711,Sale,Hot Drinks - Coffee,10248,Flat white,,,1.000,3.50,0.00,3.50,0.75,2.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:31,3-1710,Sale,Hot Baps,10222,Bacon Bap,,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:05,3-1709,Sale,Sandwiches,10217,"BLT with peppered mayo, local microgreens & tomatoes",,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:05,3-1709,Sale,Drinks fridge,10128,Trip,,,1.000,2.20,0.00,2.20,0.66,1.54,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 11:05,3-1709,Sale,Add-ons,10288,Crisps,,,1.000,1.00,0.00,1.00,0.30,0.70,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:59,3-1708,Sale,Hot Baps,10222,Bacon Bap,,,2.000,12.00,0.00,12.00,3.00,9.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:59,3-1708,Sale,Hot Drinks - Coffee,10242,Americano,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:59,3-1708,Sale,Iced Drinks - Coffee,10266,Iced Latte,,,1.000,4.20,0.00,4.20,0.63,3.57,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:01,3-1707,Sale,Drinks fridge,10063,Water - sparkling,,,1.000,1.30,0.00,1.30,0.00,1.30,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:01,3-1707,Sale,Snacks,10025,Biscuits,,,1.000,1.00,0.00,1.00,0.30,0.70,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 10:01,3-1707,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
13/05/2026 09:15,3-1706,Sale,Hot Drinks - Coffee,10246,Cappuccino 10oz,,,1.000,3.80,0.00,3.80,0.75,3.05,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 17:29,3-1705,Sale,Hot Drinks - Coffee,10248,Flat white,,,1.000,3.50,0.00,3.50,0.75,2.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 15:13,3-1704,Sale,Hot Drinks - Tea,10250,Tea - 1 person,,,1.000,3.00,0.00,3.00,0.45,2.55,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 15:13,3-1704,Sale,Bakes and Sweets,10237,Lemon crumble slice,,,1.000,3.80,0.00,3.80,1.22,2.58,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 14:40,3-1703,Sale,Sandwiches,10213,Ham & Branston Pickle,,,1.000,5.00,0.00,5.00,1.25,3.75,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 14:25,3-1702,Sale,Hot Baps,10222,Bacon Bap,,,1.000,6.00,0.00,6.00,1.50,4.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 14:25,3-1702,Sale,Drinks fridge,10108,Sanpalagrino,,,1.000,2.00,0.00,2.00,0.00,2.00,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 14:25,3-1702,Sale,Penkey Milkshakes,10278,Classic Vanilla,,,1.000,4.00,0.00,4.00,1.40,2.60,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 13:18,3-1701,Sale,Hot Drinks - Coffee,10248,Flat white,,,2.000,7.00,0.00,7.00,1.50,5.50,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 13:18,3-1701,Sale,Hot Drinks - Coffee,10244,Latte 10oz,,,2.000,7.60,0.00,7.60,1.50,6.10,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
09/05/2026 12:49,3-1700,Sale,Penkey Indulgence,10263,Hot Chocolate - Penkey mix,,,1.000,3.80,0.00,3.80,1.14,2.66,0.00,"Amandas new phone ",Penkey Coffee and Gifts,Owner,,,,Closed
